成品品號,子件品號(1開頭),模具編號(6開頭),一模穴數,機台編號,平均成型時間(秒),頻率,良率排名
0A01001650200470,1A01001650200470,6A011341A,2.0,P06,462.0,6.0,5
0A01001650200471,1A01001650200471,6A011341A,2.0,A02,370.0,3.0,6
0A01001650200471,1A01001650200471,6A011341A,2.0,A04,372.0,4.0,1
0A01001650200471,1A01001650200471,6A011341A,2.0,A07,341.0,2.0,3
0A01001650200471,1A01001650200471,6A011341A,2.0,A08,389.0,5.0,
0A01001650200471,1A01001650200471,6A011341A,2.0,A09,315.0,1.0,4
0A01001650200471,1A01001650200471,6A011341A,2.0,A10,432.0,7.0,2
0A01001650200471,1A01001650200471,6A011341A,2.0,P06,462.0,6.0,5
0A01031279112340,1A01031279112340,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112340,1A01031279112340,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112340,1A01031279112340,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112340,1A01031279112340,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112340,1A01031279112340,6A011342A,2.0,A09,274.0,4.0,
0A01031279112341,1A01031279112341,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112341,1A01031279112341,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112341,1A01031279112341,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112341,1A01031279112341,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112341,1A01031279112341,6A011342A,2.0,A09,274.0,4.0,
0A01031279112342,1A01031279112342,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112342,1A01031279112342,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112342,1A01031279112342,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112342,1A01031279112342,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112342,1A01031279112342,6A011342A,2.0,A09,274.0,4.0,
0A01031279112343,1A01031279112343,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112343,1A01031279112343,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112343,1A01031279112343,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112343,1A01031279112343,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112343,1A01031279112343,6A011342A,2.0,A09,274.0,4.0,
0A01031279112344,1A01031279112344,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112344,1A01031279112344,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112344,1A01031279112344,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112344,1A01031279112344,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112344,1A01031279112344,6A011342A,2.0,A09,274.0,4.0,
0A01031279112345,1A01031279112345,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112345,1A01031279112345,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112345,1A01031279112345,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112345,1A01031279112345,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112345,1A01031279112345,6A011342A,2.0,A09,274.0,4.0,
0A01031279112346,1A01031279112346,6A011342A,2.0,A02,265.0,5.0,2
0A01031279112346,1A01031279112346,6A011342A,2.0,A03,218.0,2.0,4
0A01031279112346,1A01031279112346,6A011342A,2.0,A04,279.0,3.0,3
0A01031279112346,1A01031279112346,6A011342A,2.0,A05,238.0,1.0,1
0A01031279112346,1A01031279112346,6A011342A,2.0,A09,274.0,4.0,
0A01031279112360,1A01031279112360,6A011343A,2.0,,,,
0A01031279112361,1A01031279112361,6A011343A,2.0,,,,
0A01031279112380,1A01031279112380,6A011344A,2.0,,,,
0A01031279112383,1A01031279112383,6A011344A,2.0,,,,
0A01001650230810,1A01001650230810,6A011345A,4.0,A01,207.0,1.0,6
0A01001650230810,1A01001650230810,6A011345A,4.0,A02,242.0,6.0,7
0A01001650230810,1A01001650230810,6A011345A,4.0,A04,248.0,5.0,3
0A01001650230810,1A01001650230810,6A011345A,4.0,A05,221.0,4.0,5
0A01001650230810,1A01001650230810,6A011345A,4.0,A07,290.0,8.0,
0A01001650230810,1A01001650230810,6A011345A,4.0,A09,295.0,7.0,4
0A01001650230810,1A01001650230810,6A011345A,4.0,S01,241.0,2.0,1
0A01001650230810,1A01001650230810,6A011345A,4.0,S02,240.0,3.0,2
0A01001650230811,1A01001650230811,6A011345A,4.0,A01,207.0,1.0,6
0A01001650230811,1A01001650230811,6A011345A,4.0,A02,242.0,6.0,7
0A01001650230811,1A01001650230811,6A011345A,4.0,A04,248.0,5.0,3
0A01001650230811,1A01001650230811,6A011345A,4.0,A05,221.0,4.0,5
0A01001650230811,1A01001650230811,6A011345A,4.0,A07,290.0,8.0,
0A01001650230811,1A01001650230811,6A011345A,4.0,A09,295.0,7.0,4
0A01001650230811,1A01001650230811,6A011345A,4.0,S01,241.0,2.0,1
0A01001650230811,1A01001650230811,6A011345A,4.0,S02,240.0,3.0,2
0A01001650200480,1A01001650200480,6A011346A,2.0,A02,385.0,6.0,
0A01001650200480,1A01001650200480,6A011346A,2.0,A04,348.0,4.0,3
0A01001650200480,1A01001650200480,6A011346A,2.0,A07,413.0,3.0,
0A01001650200480,1A01001650200480,6A011346A,2.0,A08,401.0,1.0,
0A01001650200480,1A01001650200480,6A011346A,2.0,A09,329.0,5.0,1
0A01001650200480,1A01001650200480,6A011346A,2.0,P06,347.0,2.0,2
0A01001650200481,1A01001650200481,6A011346A,2.0,A02,385.0,6.0,
0A01001650200481,1A01001650200481,6A011346A,2.0,A04,348.0,4.0,3
0A01001650200481,1A01001650200481,6A011346A,2.0,A07,413.0,3.0,
0A01001650200481,1A01001650200481,6A011346A,2.0,A08,401.0,1.0,
0A01001650200481,1A01001650200481,6A011346A,2.0,A09,329.0,5.0,1
0A01001650200481,1A01001650200481,6A011346A,2.0,P06,347.0,2.0,2
0A01001650200490,1A01001650200490,6A011346A,2.0,A02,385.0,6.0,
0A01001650200490,1A01001650200490,6A011346A,2.0,A04,348.0,4.0,3
0A01001650200490,1A01001650200490,6A011346A,2.0,A07,413.0,3.0,
0A01001650200490,1A01001650200490,6A011346A,2.0,A08,401.0,1.0,
0A01001650200490,1A01001650200490,6A011346A,2.0,A09,329.0,5.0,1
0A01001650200490,1A01001650200490,6A011346A,2.0,P06,347.0,2.0,2
0A01001650200491,1A01001650200491,6A011346A,2.0,A02,385.0,6.0,
0A01001650200491,1A01001650200491,6A011346A,2.0,A04,348.0,4.0,3
0A01001650200491,1A01001650200491,6A011346A,2.0,A07,413.0,3.0,
0A01001650200491,1A01001650200491,6A011346A,2.0,A08,401.0,1.0,
0A01001650200491,1A01001650200491,6A011346A,2.0,A09,329.0,5.0,1
0A01001650200491,1A01001650200491,6A011346A,2.0,P06,347.0,2.0,2
0A01031279112400,1A01031279112400,6A011347A,6.0,B09,361.0,2.0,4
0A01031279112400,1A01031279112400,6A011347A,6.0,B10,673.0,5.0,3
0A01031279112400,1A01031279112400,6A011347A,6.0,B12,442.0,4.0,2
0A01031279112400,1A01031279112400,6A011347A,6.0,B15,350.0,1.0,1
0A01031279112400,1A01031279112400,6A011347A,6.0,B16,441.0,3.0,
0A01031279112401,1A01031279112401,6A011347A,6.0,B09,361.0,2.0,4
0A01031279112401,1A01031279112401,6A011347A,6.0,B10,673.0,5.0,3
0A01031279112401,1A01031279112401,6A011347A,6.0,B12,442.0,4.0,2
0A01031279112401,1A01031279112401,6A011347A,6.0,B15,350.0,1.0,1
0A01031279112401,1A01031279112401,6A011347A,6.0,B16,441.0,3.0,
0A01031279112410,1A01031279112410,6A011348A,6.0,B09,523.0,2.0,1
0A01031279112410,1A01031279112410,6A011348A,6.0,B12,521.0,3.0,4
0A01031279112410,1A01031279112410,6A011348A,6.0,B15,431.0,1.0,2
0A01031279112410,1A01031279112410,6A011348A,6.0,B16,493.0,4.0,5
0A01031279112411,1A01031279112411,6A011348A,6.0,B09,523.0,2.0,1
0A01031279112411,1A01031279112411,6A011348A,6.0,B12,521.0,3.0,4
0A01031279112411,1A01031279112411,6A011348A,6.0,B15,431.0,1.0,2
0A01031279112411,1A01031279112411,6A011348A,6.0,B16,493.0,4.0,5
0A01031279112412,1A01031279112412,6A011348A,6.0,B09,523.0,2.0,1
0A01031279112412,1A01031279112412,6A011348A,6.0,B12,521.0,3.0,4
0A01031279112412,1A01031279112412,6A011348A,6.0,B15,431.0,1.0,2
0A01031279112412,1A01031279112412,6A011348A,6.0,B16,493.0,4.0,5
0A01031279112413,1A01031279112413,6A011348A,6.0,B09,523.0,2.0,1
0A01031279112413,1A01031279112413,6A011348A,6.0,B12,521.0,3.0,4
0A01031279112413,1A01031279112413,6A011348A,6.0,B15,431.0,1.0,2
0A01031279112413,1A01031279112413,6A011348A,6.0,B16,493.0,4.0,5
0A01031279112414,1A01031279112414,6A011348A,6.0,B09,523.0,2.0,1
0A01031279112414,1A01031279112414,6A011348A,6.0,B12,521.0,3.0,4
0A01031279112414,1A01031279112414,6A011348A,6.0,B15,431.0,1.0,2
0A01031279112414,1A01031279112414,6A011348A,6.0,B16,493.0,4.0,5
0A01031279112415,1A01031279112415,6A011348A,6.0,B09,523.0,2.0,1
0A01031279112415,1A01031279112415,6A011348A,6.0,B12,521.0,3.0,4
0A01031279112415,1A01031279112415,6A011348A,6.0,B15,431.0,1.0,2
0A01031279112415,1A01031279112415,6A011348A,6.0,B16,493.0,4.0,5
0A01031279112390,1A01031279112390,6A011349A,6.0,B01,205.0,6.0,
0A01031279112390,1A01031279112390,6A011349A,6.0,B02,342.0,2.0,1
0A01031279112390,1A01031279112390,6A011349A,6.0,B12,381.0,4.0,3
0A01031279112390,1A01031279112390,6A011349A,6.0,B14,336.0,5.0,4
0A01031279112390,1A01031279112390,6A011349A,6.0,B15,234.0,1.0,2
0A01031279112390,1A01031279112390,6A011349A,6.0,B16,305.0,3.0,
0A01001650230820,1A01001650230820,6A011350A,4.0,A01,199.0,3.0,
0A01001650230820,1A01001650230820,6A011350A,4.0,A02,220.0,4.0,3
0A01001650230820,1A01001650230820,6A011350A,4.0,A04,241.0,7.0,
0A01001650230820,1A01001650230820,6A011350A,4.0,A05,289.0,9.0,5
0A01001650230820,1A01001650230820,6A011350A,4.0,A07,180.0,5.0,
0A01001650230820,1A01001650230820,6A011350A,4.0,A08,195.0,6.0,
0A01001650230820,1A01001650230820,6A011350A,4.0,A09,233.0,8.0,2
0A01001650230820,1A01001650230820,6A011350A,4.0,S01,243.0,1.0,4
0A01001650230820,1A01001650230820,6A011350A,4.0,S02,247.0,2.0,1
0A01001650230821,1A01001650230821,6A011350A,4.0,A01,199.0,3.0,
0A01001650230821,1A01001650230821,6A011350A,4.0,A02,220.0,4.0,3
0A01001650230821,1A01001650230821,6A011350A,4.0,A04,241.0,7.0,
0A01001650230821,1A01001650230821,6A011350A,4.0,A05,289.0,9.0,5
0A01001650230821,1A01001650230821,6A011350A,4.0,A07,180.0,5.0,
0A01001650230821,1A01001650230821,6A011350A,4.0,A08,195.0,6.0,
0A01001650230821,1A01001650230821,6A011350A,4.0,A09,233.0,8.0,2
